id,station,date,prcp,tobs
5747,USC00513117,9/13/2015,0.16,80
5748,USC00513117,9/14/2015,0.63,78
5749,USC00513117,9/15/2015,0.56,76
5750,USC00513117,9/16/2015,0.06,79
5751,USC00513117,9/17/2015,0.06,75
5752,USC00513117,9/18/2015,0.08,78
5753,USC00513117,9/19/2015,0,80
5754,USC00513117,9/20/2015,0.07,80
5755,USC00513117,9/21/2015,0.07,80
5756,USC00513117,9/22/2015,0.32,80
5757,USC00513117,9/23/2015,0.3,78
5758,USC00513117,9/24/2015,0.01,79
5759,USC00513117,9/25/2015,0,79
5760,USC00513117,9/26/2015,0.36,79
5761,USC00513117,9/27/2015,0.18,77
5762,USC00513117,9/28/2015,0.17,77
5763,USC00513117,9/29/2015,0.07,77
5764,USC00513117,9/30/2015,0.17,80
5765,USC00513117,10/1/2015,0,79
5766,USC00513117,10/2/2015,0.02,76
5767,USC00513117,10/3/2015,0,75
5768,USC00513117,10/4/2015,0,78
5769,USC00513117,10/5/2015,0.4,76
5770,USC00513117,10/6/2015,0.22,75
5771,USC00513117,10/7/2015,0.22,75
5772,USC00513117,10/8/2015,0.05,75
5773,USC00513117,10/9/2015,0.03,75
5774,USC00513117,10/10/2015,0.11,74
5775,USC00513117,10/11/2015,0.09,81
5776,USC00513117,10/12/2015,1,77
5777,USC00513117,10/13/2015,1.7,75
5778,USC00513117,10/14/2015,1.21,75
5779,USC00513117,10/15/2015,0.81,74
5780,USC00513117,10/16/2015,0.73,73
5781,USC00513117,10/17/2015,0.1,79
5782,USC00513117,10/18/2015,0.03,81
5783,USC00513117,10/19/2015,0.18,75
5784,USC00513117,10/20/2015,0.2,74
5785,USC00513117,10/21/2015,0.02,76
5786,USC00513117,10/22/2015,0,75
5787,USC00513117,10/23/2015,0.03,78
5788,USC00513117,10/24/2015,0,74
5789,USC00513117,10/25/2015,0.03,75
5790,USC00513117,10/26/2015,0.04,77
5791,USC00513117,10/27/2015,0.06,77
5792,USC00513117,10/28/2015,0.27,72
5793,USC00513117,10/29/2015,0.02,74
5794,USC00513117,10/30/2015,0.02,74
5795,USC00513117,10/31/2015,0.22,78
5796,USC00513117,11/1/2015,0.33,81
5797,USC00513117,11/2/2015,0,75
5798,USC00513117,11/3/2015,0,82
5799,USC00513117,11/4/2015,0.03,78
5800,USC00513117,11/5/2015,0.12,76
5801,USC00513117,11/6/2015,0.12,77
5802,USC00513117,11/7/2015,0.12,76
5803,USC00513117,11/8/2015,0.3,77
5804,USC00513117,11/9/2015,0.11,76
5805,USC00513117,11/10/2015,0.06,78
5806,USC00513117,11/11/2015,0,79
5807,USC00513117,11/12/2015,0.3,76
5808,USC00513117,11/13/2015,0.1,75
5809,USC00513117,11/14/2015,0.53,79
5810,USC00513117,11/15/2015,0.08,79
5811,USC00513117,11/16/2015,0,75
5812,USC00513117,11/17/2015,0.1,70
5813,USC00513117,11/18/2015,0.1,81
5814,USC00513117,11/19/2015,0.18,77
5815,USC00513117,11/20/2015,0.68,73
5816,USC00513117,11/21/2015,1.61,75
5817,USC00513117,11/22/2015,0.8,73
5818,USC00513117,11/23/2015,0.48,74
5819,USC00513117,11/24/2015,1.7,74
5820,USC00513117,11/25/2015,0.11,71
5821,USC00513117,11/26/2015,0.36,73
5822,USC00513117,11/27/2015,0.91,75
5823,USC00513117,11/28/2015,0.07,77
5824,USC00513117,11/29/2015,0.02,78
5825,USC00513117,11/30/2015,0.03,76
5826,USC00513117,12/2/2015,0.03,74
5827,USC00513117,12/3/2015,0.08,75
5828,USC00513117,12/4/2015,0.01,80
5829,USC00513117,12/5/2015,0.28,72
5830,USC00513117,12/6/2015,0.52,73
5831,USC00513117,12/7/2015,0,70
5832,USC00513117,12/8/2015,0.08,69
5833,USC00513117,12/9/2015,0.1,77
5834,USC00513117,12/10/2015,0.08,74
5835,USC00513117,12/11/2015,0,77
5836,USC00513117,12/12/2015,0.62,72
5837,USC00513117,12/13/2015,0,69
5838,USC00513117,12/14/2015,0.69,69
5839,USC00513117,12/15/2015,0.24,75
5840,USC00513117,12/16/2015,0.08,75
5841,USC00513117,12/17/2015,0.13,72
5842,USC00513117,12/18/2015,0.28,73
5843,USC00513117,12/19/2015,0.36,78
5844,USC00513117,12/20/2015,0.2,75
5845,USC00513117,12/21/2015,0.03,75
5846,USC00513117,12/22/2015,0.01,74
5847,USC00513117,12/23/2015,0.11,73
5848,USC00513117,12/24/2015,0,70
5849,USC00513117,12/25/2015,0.52,70
5850,USC00513117,12/26/2015,0.19,72
5851,USC00513117,12/27/2015,0.25,74
5852,USC00513117,12/28/2015,0.4,74
5853,USC00513117,12/29/2015,0.11,67
5854,USC00513117,12/30/2015,0.03,74
5855,USC00513117,12/31/2015,0.06,70
5856,USC00513117,1/1/2016,0.02,63
5857,USC00513117,1/2/2016,0.01,73
5858,USC00513117,1/3/2016,0,71
5859,USC00513117,1/4/2016,0,72
5860,USC00513117,1/5/2016,0.19,68
5861,USC00513117,1/6/2016,0.3,70
5862,USC00513117,1/7/2016,0.03,71
5863,USC00513117,1/8/2016,0.01,69
5864,USC00513117,1/9/2016,0,71
5865,USC00513117,1/10/2016,0.01,72
5866,USC00513117,1/11/2016,0.01,72
5867,USC00513117,1/12/2016,0.03,66
5868,USC00513117,1/13/2016,0,77
5869,USC00513117,1/14/2016,0,66
5870,USC00513117,1/15/2016,0,71
5871,USC00513117,1/16/2016,0.03,72
5872,USC00513117,1/17/2016,0.02,67
5873,USC00513117,1/18/2016,0,67
5874,USC00513117,1/19/2016,0,73
5875,USC00513117,1/20/2016,0.02,67
5876,USC00513117,1/21/2016,0.27,75
5877,USC00513117,1/22/2016,0.01,70
5878,USC00513117,1/23/2016,0,71
5879,USC00513117,1/24/2016,0,70
5880,USC00513117,1/25/2016,0.13,70
5881,USC00513117,1/26/2016,0.16,77
5882,USC00513117,1/27/2016,0,71
5883,USC00513117,1/28/2016,0,68
5884,USC00513117,1/29/2016,0,69
5885,USC00513117,1/30/2016,0,67
5886,USC00513117,1/31/2016,0,72
5887,USC00513117,2/1/2016,0,78
5888,USC00513117,2/2/2016,0.41,68
5889,USC00513117,2/3/2016,0.25,71
5890,USC00513117,2/4/2016,0,70
5891,USC00513117,2/5/2016,0,70
5892,USC00513117,2/6/2016,0,75
5893,USC00513117,2/7/2016,0.16,71
5894,USC00513117,2/8/2016,0,74
5895,USC00513117,2/9/2016,0,66
5896,USC00513117,2/10/2016,0,63
5897,USC00513117,2/11/2016,0,72
5898,USC00513117,2/12/2016,0.07,74
5899,USC00513117,2/13/2016,0.02,75
5900,USC00513117,2/14/2016,0,74
5901,USC00513117,2/15/2016,0,79
5902,USC00513117,2/16/2016,0.05,75
5903,USC00513117,2/17/2016,0.1,73
5904,USC00513117,2/18/2016,0.02,74
5905,USC00513117,2/19/2016,0.11,69
5906,USC00513117,2/20/2016,0.07,76
5907,USC00513117,2/21/2016,0.09,74
5908,USC00513117,2/22/2016,0.05,74
5909,USC00513117,2/23/2016,0,65
5910,USC00513117,2/24/2016,0,75
5911,USC00513117,2/25/2016,0,72
5912,USC00513117,2/26/2016,0.38,77
5913,USC00513117,2/27/2016,0.08,76
5914,USC00513117,2/28/2016,0,80
5915,USC00513117,2/29/2016,0,79
5916,USC00513117,3/1/2016,0,73
5917,USC00513117,3/2/2016,0,71
5918,USC00513117,3/3/2016,0,72
5919,USC00513117,3/4/2016,0,67
5920,USC00513117,3/5/2016,0,66
5921,USC00513117,3/6/2016,0,69
5922,USC00513117,3/7/2016,0,70
5923,USC00513117,3/8/2016,0.02,75
5924,USC00513117,3/9/2016,0.15,74
5925,USC00513117,3/10/2016,0,70
5926,USC00513117,3/11/2016,0.06,70
5927,USC00513117,3/12/2016,0,73
5928,USC00513117,3/13/2016,0,72
5929,USC00513117,3/14/2016,0,72
5930,USC00513117,3/15/2016,0.3,66
5931,USC00513117,3/16/2016,0.41,71
5932,USC00513117,3/17/2016,0.02,69
5933,USC00513117,3/18/2016,0.03,70
5934,USC00513117,3/19/2016,0.02,70
5935,USC00513117,3/20/2016,0,72
5936,USC00513117,3/21/2016,0.06,71
5937,USC00513117,3/22/2016,0,69
5938,USC00513117,3/23/2016,1.78,66
5939,USC00513117,3/24/2016,0.02,68
5940,USC00513117,3/25/2016,1.9,70
5941,USC00513117,3/26/2016,0.87,67
5942,USC00513117,3/27/2016,0.01,67
5943,USC00513117,3/28/2016,0,68
5944,USC00513117,3/29/2016,0.01,72
5945,USC00513117,3/30/2016,0.02,66
5946,USC00513117,3/31/2016,0,69
5947,USC00513117,4/1/2016,0,71
5948,USC00513117,4/2/2016,0.02,71
5949,USC00513117,4/3/2016,0,73
5950,USC00513117,4/4/2016,0,75
5951,USC00513117,4/5/2016,0.2,69
5952,USC00513117,4/6/2016,0.1,70
5953,USC00513117,4/7/2016,0.12,68
5954,USC00513117,4/8/2016,0.02,72
5955,USC00513117,4/9/2016,0.66,72
5956,USC00513117,4/10/2016,0.02,68
5957,USC00513117,4/11/2016,0.08,72
5958,USC00513117,4/12/2016,0.02,74
5959,USC00513117,4/13/2016,0.05,75
5960,USC00513117,4/14/2016,0.06,74
5961,USC00513117,4/15/2016,0,75
5962,USC00513117,4/16/2016,0.04,73
5963,USC00513117,4/17/2016,0.17,69
5964,USC00513117,4/18/2016,0.4,69
5965,USC00513117,4/19/2016,0.02,70
5966,USC00513117,4/20/2016,0,73
5967,USC00513117,4/21/2016,0.01,73
5968,USC00513117,4/22/2016,0,74
5969,USC00513117,4/23/2016,0.21,71
5970,USC00513117,4/24/2016,0.11,75
5971,USC00513117,4/25/2016,0.06,76
5972,USC00513117,4/26/2016,0.01,76
5973,USC00513117,4/27/2016,0.05,74
5974,USC00513117,4/28/2016,0,75
5975,USC00513117,4/29/2016,0,75
5976,USC00513117,4/30/2016,0,74
5977,USC00513117,5/1/2016,0.04,75
5978,USC00513117,5/2/2016,0,74
5979,USC00513117,5/3/2016,0.02,74
5980,USC00513117,5/4/2016,0.12,74
5981,USC00513117,5/5/2016,0.6,77
5982,USC00513117,5/6/2016,0.22,70
5983,USC00513117,5/7/2016,1.53,69
5984,USC00513117,5/8/2016,0.8,68
5985,USC00513117,5/9/2016,0.1,73
5986,USC00513117,5/10/2016,0.15,72
5987,USC00513117,5/11/2016,0.02,72
5988,USC00513117,5/12/2016,0,68
5989,USC00513117,5/13/2016,0,68
5990,USC00513117,5/14/2016,0.18,72
5991,USC00513117,5/15/2016,0.02,74
5992,USC00513117,5/16/2016,0,75
5993,USC00513117,5/17/2016,0.03,75
5994,USC00513117,5/18/2016,0.05,74
5995,USC00513117,5/19/2016,0.05,75
5996,USC00513117,5/20/2016,0.15,75
5997,USC00513117,5/21/2016,0.08,75
5998,USC00513117,5/22/2016,0,75
5999,USC00513117,5/23/2016,0,75
6000,USC00513117,5/24/2016,0,75
6001,USC00513117,5/25/2016,0,74
6002,USC00513117,5/26/2016,0.8,72
6003,USC00513117,5/27/2016,0.05,76
6004,USC00513117,5/28/2016,0,76
6005,USC00513117,5/29/2016,0,71
6006,USC00513117,5/30/2016,0.03,72
6007,USC00513117,5/31/2016,0.18,72
6008,USC00513117,6/1/2016,0.89,70
6009,USC00513117,6/2/2016,0.15,69
6010,USC00513117,6/3/2016,0.16,70
6011,USC00513117,6/4/2016,0,68
6012,USC00513117,6/5/2016,0.63,70
6013,USC00513117,6/6/2016,0.36,74
6014,USC00513117,6/7/2016,0.4,75
6015,USC00513117,6/8/2016,0,74
6016,USC00513117,6/9/2016,0.21,71
6017,USC00513117,6/10/2016,0.06,73
6018,USC00513117,6/11/2016,0.02,75
6019,USC00513117,6/12/2016,0.04,74
6020,USC00513117,6/13/2016,0.08,76
6021,USC00513117,6/14/2016,0.06,76
6022,USC00513117,6/15/2016,0.18,76
6023,USC00513117,6/16/2016,0.03,76
6024,USC00513117,6/17/2016,0.16,75
6025,USC00513117,6/18/2016,0.3,75
6026,USC00513117,6/19/2016,0.02,75
6027,USC00513117,6/20/2016,0.16,74
6028,USC00513117,6/21/2016,0.03,73
6029,USC00513117,6/22/2016,0.01,76
6030,USC00513117,6/23/2016,0.25,74
6031,USC00513117,6/24/2016,0.02,78
6032,USC00513117,6/25/2016,0.8,71
6033,USC00513117,6/26/2016,0.06,75
6034,USC00513117,6/27/2016,0.06,75
6035,USC00513117,6/28/2016,0.02,74
6036,USC00513117,6/29/2016,0.03,77
6037,USC00513117,6/30/2016,0,77
6038,USC00513117,7/1/2016,0,76
6039,USC00513117,7/2/2016,0,77
6040,USC00513117,7/3/2016,0,77
6041,USC00513117,7/4/2016,0.14,76
6042,USC00513117,7/5/2016,0.05,75
6043,USC00513117,7/6/2016,0.49,74
6044,USC00513117,7/7/2016,0.05,75
6045,USC00513117,7/8/2016,0.03,76
6046,USC00513117,7/9/2016,0,76
6047,USC00513117,7/10/2016,0.14,75
6048,USC00513117,7/11/2016,0.11,73
6049,USC00513117,7/12/2016,0.05,77
6050,USC00513117,7/13/2016,0.06,74
6051,USC00513117,7/14/2016,0.43,75
6052,USC00513117,7/15/2016,0.23,74
6053,USC00513117,7/16/2016,0.44,75
6054,USC00513117,7/17/2016,0.03,76
6055,USC00513117,7/18/2016,0.26,76
6056,USC00513117,7/19/2016,0.08,75
6057,USC00513117,7/20/2016,0,78
6058,USC00513117,7/21/2016,0.04,77
6059,USC00513117,7/22/2016,0.06,77
6060,USC00513117,7/23/2016,0.16,76
6061,USC00513117,7/24/2016,0.15,78
6062,USC00513117,7/25/2016,7.65,78
6063,USC00513117,7/26/2016,0,77
6064,USC00513117,7/27/2016,0.02,78
6065,USC00513117,7/28/2016,0,78
6066,USC00513117,7/29/2016,0,77
6067,USC00513117,7/30/2016,0.03,76
6068,USC00513117,7/31/2016,0.05,76
6069,USC00513117,8/1/2016,2.35,76
6070,USC00513117,8/2/2016,0.2,75
6071,USC00513117,8/3/2016,0.02,76
6072,USC00513117,8/4/2016,0.62,76
6073,USC00513117,8/5/2016,0.03,78
6074,USC00513117,8/6/2016,0.07,76
6075,USC00513117,8/7/2016,0.3,77
6076,USC00513117,8/8/2016,0.33,78
6077,USC00513117,8/9/2016,0,77
6078,USC00513117,8/10/2016,0,78
6079,USC00513117,8/11/2016,0.04,77
6080,USC00513117,8/12/2016,0.05,76
6081,USC00513117,8/13/2016,0,77
6082,USC00513117,8/14/2016,0.17,77
6083,USC00513117,8/15/2016,0.17,77
6084,USC00513117,8/16/2016,0.1,77
6085,USC00513117,8/17/2016,0,73
6086,USC00513117,8/18/2016,0,78
6087,USC00513117,8/19/2016,0.14,77
6088,USC00513117,8/20/2016,0.03,79
6089,USC00513117,8/21/2016,0.32,76
6090,USC00513117,8/22/2016,0.94,76
6091,USC00513117,8/23/2016,0.15,76
6092,USC00513117,8/24/2016,2.15,76
6093,USC00513117,8/25/2016,0.08,77
6094,USC00513117,8/26/2016,0.03,78
6095,USC00513117,8/27/2016,0.18,73
6096,USC00513117,8/28/2016,0.14,73
6097,USC00513117,8/29/2016,0.17,78
6098,USC00513117,8/30/2016,0,76
6099,USC00513117,8/31/2016,0.1,77
6100,USC00513117,9/1/2016,0,79
6101,USC00513117,9/2/2016,0.02,78
6102,USC00513117,9/3/2016,0.07,77
6103,USC00513117,9/4/2016,0.03,75
6104,USC00513117,9/5/2016,0.11,78
6105,USC00513117,9/6/2016,0.05,74
6106,USC00513117,9/7/2016,0.1,75
6107,USC00513117,9/8/2016,0.22,77
6108,USC00513117,9/9/2016,0.01,76
6109,USC00513117,9/10/2016,0.01,76
6110,USC00513117,9/11/2016,0.18,76
6111,USC00513117,9/12/2016,0.04,76
6112,USC00513117,9/13/2016,0.37,76
6113,USC00513117,9/14/2016,0.9,76
6114,USC00513117,9/15/2016,0.12,78
6115,USC00513117,9/16/2016,0.01,78
6116,USC00513117,9/17/2016,0.04,78
6117,USC00513117,9/18/2016,0,78
6118,USC00513117,9/19/2016,0.01,75
6119,USC00513117,9/20/2016,0.09,78
6120,USC00513117,9/21/2016,0.06,76
6121,USC00513117,9/22/2016,0.09,77
6122,USC00513117,9/23/2016,0.15,76
6123,USC00513117,9/24/2016,0,79
6124,USC00513117,9/25/2016,0.02,77
6125,USC00513117,9/26/2016,0.06,77
6126,USC00513117,9/27/2016,0.12,77
6127,USC00513117,9/28/2016,0.08,77
6128,USC00513117,9/29/2016,0.49,76
6129,USC00513117,9/30/2016,0.31,77
6130,USC00513117,10/1/2016,0.14,75
6131,USC00513117,10/2/2016,0.02,77
6132,USC00513117,10/3/2016,0.04,78
6133,USC00513117,10/4/2016,0,78
6134,USC00513117,10/5/2016,0,77
6135,USC00513117,10/6/2016,0.05,76
6136,USC00513117,10/7/2016,0,78
6137,USC00513117,10/8/2016,0,76
6138,USC00513117,10/9/2016,0,77
6139,USC00513117,10/10/2016,0,75
6140,USC00513117,10/11/2016,0.02,77
6141,USC00513117,10/12/2016,0.03,75
6142,USC00513117,10/13/2016,0,78
6143,USC00513117,10/14/2016,0,77
6144,USC00513117,10/15/2016,0,76
6145,USC00513117,10/16/2016,0,75
6146,USC00513117,10/17/2016,0.03,77
6147,USC00513117,10/18/2016,0.05,77
6148,USC00513117,10/19/2016,0.06,77
6149,USC00513117,10/20/2016,0,76
6150,USC00513117,10/21/2016,0.15,76
6151,USC00513117,10/22/2016,0.1,77
6152,USC00513117,10/23/2016,0.01,76
6153,USC00513117,10/24/2016,0,76
6154,USC00513117,10/25/2016,0.04,77
6155,USC00513117,10/26/2016,0.06,74
6156,USC00513117,10/27/2016,0.11,75
6157,USC00513117,10/28/2016,0.02,77
6158,USC00513117,10/29/2016,0.02,77
6159,USC00513117,10/30/2016,0.1,78
6160,USC00513117,10/31/2016,0.03,76
6161,USC00513117,11/1/2016,0.01,77
6162,USC00513117,11/2/2016,0,76
6163,USC00513117,11/3/2016,0,74
6164,USC00513117,11/4/2016,0,76
6165,USC00513117,11/5/2016,0.02,72
6166,USC00513117,11/6/2016,0.02,76
6167,USC00513117,11/7/2016,0,69
6168,USC00513117,11/8/2016,0.14,71
6169,USC00513117,11/9/2016,0.08,70
6170,USC00513117,11/10/2016,0,69
6171,USC00513117,11/11/2016,0,71
6172,USC00513117,11/12/2016,0,68
6173,USC00513117,11/13/2016,0,72
6174,USC00513117,11/14/2016,0.06,76
6175,USC00513117,11/15/2016,0,78
6176,USC00513117,11/16/2016,0.14,76
6177,USC00513117,11/17/2016,0.03,75
6178,USC00513117,11/18/2016,0.01,78
6179,USC00513117,11/19/2016,0.11,73
6180,USC00513117,11/20/2016,0.11,75
6181,USC00513117,11/21/2016,0.02,75
6182,USC00513117,11/22/2016,0.41,76
6183,USC00513117,11/23/2016,0.03,75
6184,USC00513117,11/24/2016,0.2,75
6185,USC00513117,11/25/2016,0.05,76
6186,USC00513117,11/26/2016,0.05,76
6187,USC00513117,11/27/2016,0.06,75
6188,USC00513117,11/28/2016,0.02,75
6189,USC00513117,11/29/2016,0.04,74
6190,USC00513117,11/30/2016,0.05,74
6191,USC00513117,12/1/2016,0.33,73
6192,USC00513117,12/2/2016,0.3,71
6193,USC00513117,12/3/2016,0.04,71
6194,USC00513117,12/4/2016,0.1,69
6195,USC00513117,12/5/2016,0.34,68
6196,USC00513117,12/6/2016,0.02,70
6197,USC00513117,12/7/2016,0.17,71
6198,USC00513117,12/8/2016,0.03,72
6199,USC00513117,12/9/2016,0.34,70
6200,USC00513117,12/10/2016,0.02,71
6201,USC00513117,12/11/2016,0.02,72
6202,USC00513117,12/12/2016,0.01,68
6203,USC00513117,12/13/2016,0.1,68
6204,USC00513117,12/14/2016,0.05,70
6205,USC00513117,12/15/2016,0.02,70
6206,USC00513117,12/16/2016,0.01,63
6207,USC00513117,12/17/2016,0.11,71
6208,USC00513117,12/18/2016,0.29,67
6209,USC00513117,12/19/2016,0.21,69
6210,USC00513117,12/20/2016,0.02,74
6211,USC00513117,12/21/2016,0.03,72
6212,USC00513117,12/22/2016,0.17,70
6213,USC00513117,12/23/2016,0.1,69
6214,USC00513117,12/24/2016,0.14,73
6215,USC00513117,12/25/2016,0.03,74
6216,USC00513117,12/26/2016,0.26,74
6217,USC00513117,12/27/2016,0.03,73
6218,USC00513117,12/28/2016,0.09,71
6219,USC00513117,12/29/2016,0.18,72
6220,USC00513117,12/30/2016,0.21,69
6221,USC00513117,12/31/2016,0.62,71
6222,USC00513117,1/1/2017,0.29,66
6223,USC00513117,1/2/2017,0,66
6224,USC00513117,1/3/2017,0,65
6225,USC00513117,1/4/2017,0,64
6226,USC00513117,1/5/2017,0,65
6227,USC00513117,1/6/2017,0,70
6228,USC00513117,1/7/2017,0.06,72
6229,USC00513117,1/8/2017,0,62
6230,USC00513117,1/9/2017,0,65
6231,USC00513117,1/10/2017,0,66
6232,USC00513117,1/11/2017,0,66
6233,USC00513117,1/12/2017,0,67
6234,USC00513117,1/13/2017,0,70
6235,USC00513117,1/14/2017,0,66
6236,USC00513117,1/15/2017,0,67
6237,USC00513117,1/16/2017,0,69
6238,USC00513117,1/17/2017,0,74
6239,USC00513117,1/18/2017,0,73
6240,USC00513117,1/19/2017,0,74
6241,USC00513117,1/20/2017,0,73
6242,USC00513117,1/21/2017,0.04,72
6243,USC00513117,1/22/2017,0.01,71
6244,USC00513117,1/23/2017,0.08,71
6245,USC00513117,1/24/2017,0.15,71
6246,USC00513117,1/25/2017,0.12,73
6247,USC00513117,1/26/2017,0,72
6248,USC00513117,1/27/2017,0,63
6249,USC00513117,1/28/2017,0.14,71
6250,USC00513117,1/29/2017,0,71
6251,USC00513117,1/30/2017,0,69
6252,USC00513117,1/31/2017,0,69
6253,USC00513117,2/1/2017,0,69
6254,USC00513117,2/2/2017,0,63
6255,USC00513117,2/3/2017,0,64
6256,USC00513117,2/4/2017,0,67
6257,USC00513117,2/5/2017,0,75
6258,USC00513117,2/6/2017,0.16,74
6259,USC00513117,2/7/2017,1.08,67
6260,USC00513117,2/8/2017,1.08,67
6261,USC00513117,2/9/2017,0.02,64
6262,USC00513117,2/10/2017,0,64
6263,USC00513117,2/11/2017,1,65
6264,USC00513117,2/12/2017,1.07,67
6265,USC00513117,2/13/2017,2.9,69
6266,USC00513117,2/14/2017,0,72
6267,USC00513117,2/15/2017,0,76
6268,USC00513117,2/16/2017,0,74
6269,USC00513117,2/17/2017,0.8,67
6270,USC00513117,2/18/2017,0,71
6271,USC00513117,2/19/2017,0,70
6272,USC00513117,2/20/2017,0,71
6273,USC00513117,2/21/2017,0,70
6274,USC00513117,2/22/2017,0.06,70
6275,USC00513117,2/23/2017,0,70
6276,USC00513117,2/24/2017,0,70
6277,USC00513117,2/25/2017,0,63
6278,USC00513117,2/26/2017,0,63
6279,USC00513117,2/27/2017,0,66
6280,USC00513117,2/28/2017,0.16,73
6281,USC00513117,3/1/2017,2.2,72
6282,USC00513117,3/2/2017,1.45,73
6283,USC00513117,3/3/2017,0.54,73
6284,USC00513117,3/4/2017,0,76
6285,USC00513117,3/5/2017,0.1,70
6286,USC00513117,3/6/2017,0.51,66
6287,USC00513117,3/7/2017,0,65
6288,USC00513117,3/8/2017,0,70
6289,USC00513117,3/9/2017,0.8,67
6290,USC00513117,3/10/2017,0.13,68
6291,USC00513117,3/11/2017,0.03,68
6292,USC00513117,3/12/2017,0,70
6293,USC00513117,3/13/2017,0,70
6294,USC00513117,3/14/2017,0,70
6295,USC00513117,3/15/2017,0,71
6296,USC00513117,3/16/2017,0,69
6297,USC00513117,3/17/2017,0.19,69
6298,USC00513117,3/18/2017,0,67
6299,USC00513117,3/19/2017,0,72
6300,USC00513117,3/20/2017,0,72
6301,USC00513117,3/21/2017,0,73
6302,USC00513117,3/22/2017,0,74
6303,USC00513117,3/23/2017,0,74
6304,USC00513117,3/24/2017,0.6,72
6305,USC00513117,3/25/2017,0.13,72
6306,USC00513117,3/26/2017,0,75
6307,USC00513117,3/27/2017,0,74
6308,USC00513117,3/28/2017,0.03,75
6309,USC00513117,3/29/2017,0,73
6310,USC00513117,3/30/2017,0.08,74
6311,USC00513117,3/31/2017,0,74
6312,USC00513117,4/1/2017,0,76
6313,USC00513117,4/2/2017,0,74
6314,USC00513117,4/3/2017,0.08,73
6315,USC00513117,4/4/2017,0.04,72
6316,USC00513117,4/5/2017,0.04,72
6317,USC00513117,4/6/2017,0,73
6318,USC00513117,4/7/2017,0,74
6319,USC00513117,4/8/2017,0,73
6320,USC00513117,4/9/2017,0,69
6321,USC00513117,4/10/2017,0.01,71
6322,USC00513117,4/11/2017,0.03,75
6323,USC00513117,4/12/2017,0.03,74
6324,USC00513117,4/13/2017,0.27,71
6325,USC00513117,4/14/2017,0.69,70
6326,USC00513117,4/15/2017,0.45,70
6327,USC00513117,4/16/2017,0.49,69
6328,USC00513117,4/17/2017,0.41,69
6329,USC00513117,4/18/2017,0.08,70
6330,USC00513117,4/19/2017,0.02,70
6331,USC00513117,4/20/2017,0.33,75
6332,USC00513117,4/21/2017,1.16,70
6333,USC00513117,4/22/2017,1.01,74
6334,USC00513117,4/23/2017,0.02,75
6335,USC00513117,4/24/2017,0,76
6336,USC00513117,4/25/2017,0,75
6337,USC00513117,4/26/2017,0,78
6338,USC00513117,4/27/2017,0.1,73
6339,USC00513117,4/28/2017,2.6,70
6340,USC00513117,4/29/2017,0.35,66
6341,USC00513117,4/30/2017,1.21,61
6342,USC00513117,5/1/2017,0.07,68
6343,USC00513117,5/2/2017,0.03,73
6344,USC00513117,5/3/2017,0.01,74
6345,USC00513117,5/4/2017,0,77
6346,USC00513117,5/5/2017,0,78
6347,USC00513117,5/6/2017,0,75
6348,USC00513117,5/7/2017,0.07,75
6349,USC00513117,5/8/2017,0.22,71
6350,USC00513117,5/9/2017,1.62,74
6351,USC00513117,5/10/2017,0.05,75
6352,USC00513117,5/11/2017,0.03,74
6353,USC00513117,5/12/2017,0.04,74
6354,USC00513117,5/13/2017,0.02,75
6355,USC00513117,5/14/2017,0.05,75
6356,USC00513117,5/15/2017,0.08,75
6357,USC00513117,5/16/2017,0.03,75
6358,USC00513117,5/17/2017,0.02,75
6359,USC00513117,5/18/2017,0.09,70
6360,USC00513117,5/19/2017,0.02,70
6361,USC00513117,5/20/2017,0,72
6362,USC00513117,5/21/2017,0,72
6363,USC00513117,5/22/2017,0,76
6364,USC00513117,5/23/2017,0.02,73
6365,USC00513117,5/24/2017,0.58,75
6366,USC00513117,5/25/2017,0.37,69
6367,USC00513117,5/26/2017,0.02,73
6368,USC00513117,5/27/2017,0,69
6369,USC00513117,5/28/2017,0.29,71
6370,USC00513117,5/29/2017,0.02,71
6371,USC00513117,5/30/2017,0.2,74
6372,USC00513117,5/31/2017,0.1,76
6373,USC00513117,6/1/2017,0.03,76
6374,USC00513117,6/2/2017,0.1,76
6375,USC00513117,6/3/2017,0.2,76
6376,USC00513117,6/4/2017,0.15,78
6377,USC00513117,6/5/2017,0,76
6378,USC00513117,6/6/2017,0,75
6379,USC00513117,6/7/2017,0,75
6380,USC00513117,6/8/2017,0.02,76
6381,USC00513117,6/9/2017,0.02,78
6382,USC00513117,6/10/2017,0.21,75
6383,USC00513117,6/11/2017,0.24,73
6384,USC00513117,6/12/2017,0.19,76
6385,USC00513117,6/13/2017,0.36,76
6386,USC00513117,6/14/2017,0.27,76
6387,USC00513117,6/15/2017,0.17,77
6388,USC00513117,6/16/2017,0.02,76
6389,USC00513117,6/17/2017,0.35,77
6390,USC00513117,6/18/2017,0.25,72
6391,USC00513117,6/19/2017,0.05,77
6392,USC00513117,6/20/2017,0.05,75
6393,USC00513117,6/21/2017,0.02,82
6394,USC00513117,6/22/2017,0.1,77
6395,USC00513117,6/23/2017,0,76
6396,USC00513117,6/24/2017,0,74
6397,USC00513117,6/25/2017,0.08,73
6398,USC00513117,6/26/2017,0.02,77
6399,USC00513117,6/27/2017,0,77
6400,USC00513117,6/28/2017,0.01,77
